Полное наименование,ОКПО,ИНН,ОГРН
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ П.С.К.-ТРЕЙД,,7703233065,5077746012383
Общество с ограниченной ответственностью ЗЕМЛЯК ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ,,4816004180,1064816020620
Товарищество с ограниченной ответственностью АКЦИОНЕРНОЕ ОБЩЕСТВО ДЕЛОВОГО СОТРУДНИЧЕСТВА НАДЕЖДА-3 В ВИДЕ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ,,3808040850,1073808017800
Общество с ограниченной ответственностью РОСТОВСКИЙ ОБЛАСТНОЙ ФИЛИАЛ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОМПАНИИ СКАТ,,6163048338,1106195001098
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ,,5263032749,1115263008145
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЛЮКС,,7816172134,1077847102134
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЛЕНА,,4202011179,1064202020772
Общество с ограниченной ответственностью ХОЗЯЙСТВЕННОЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЗОДЧИЙ,,6444005280,1066404004490
Общество с ограниченной ответственностью ШАХТА МИРНАЯ,,4231005388,1064202021443
Индивидуальное частное предприятие ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ГРИЛ-АУДИТ,,4101086185,1064101067920
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТЦ ИРБИС,,6376004293,1066376006729
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ 21 ВЕК,,7820025855,5067847087853
Общественная организация /объединение/ ПЕРВИЧНАЯ ПРОФСОЮЗНАЯ ОРГАНИЗАЦИЯ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ ФИРМА НЕФТЕГАЗСПЕЦСТРОЙ - ДОЧЕРНЕГО ОБЩЕСТВА ОТКРЫТОГО АКЦИОНЕРНОГО ОБЩЕСТВА СТРОНЕГ,,0264021589,1070200001508
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УЛЬТРА,,7816125960,1077847104345
Крестьянское / фермерское / хозяйство (ЮЛ) ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТЕПНОЕ,,5646009590,1065646020736
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ РИО,,7802087016,5067847121128
Общественная / религиозная / организация ПРОФСОЮЗНАЯ ОРГАНИЗАЦИЯ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МОНТАЖНИК ИНЖАВИНСКОГО РАЙОНА,,6805007225,1086800001155
Общество с ограниченной ответственностью МНОГОПРОФИЛЬНОЕ ПРЕДПРИЯТИЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРЕСТИЖ,,4220011446,1064220009985
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ,,4348028387,1064345113359
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ОБЛАСТНОЙ УЧЕБНО-КОММЕРЧЕСКИЙ ЦЕНТР НОВАЦИЯ,,6027037030,1066027042696
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ РУФИНА,,0901024208,1060917033132
Общество с ограниченной ответственностью ФАКТОР,,1645007458,1061689023175
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МИРА,,4234007249,1064250010956
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ,,5263011629,1115263008200
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПО ЭЛЕКТРОЩИТ,,7801150138,1107847002911
Общество с ограниченной ответственностью ФИЛИАЛ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИЛОНА,,4202004132,1064202020574
Общество с ограниченной ответственностью МАЛОЕ ПРЕДПРИЯТИЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОНТИНГЕНТ,,6440004381,1066440026938
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТЕНДЕР,,4909080635,1064910041680
Общество с ограниченной ответственностью СОВМЕСТНОЕ ПРЕДПРИЯТИЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ РОЛИС,,6730034476,1066731112370
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ГРИН ГОЛД ТУРИСТИЧЕСКАЯ ФИРМА,,4207040751,1064205126204
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ РИА СОЛО,,4207061180,1064205109088
ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СО СТОПРОЦЕНТНЫМ ИНОСТРАННЫМ КАПИТАЛОМ КОМПАНИЯ ЭСТМАР,,5902200543,1065902057440
Общественная организация /объединение/ ПЕРВИЧНАЯ ПРОФСОЮЗНАЯ ОРГАНИЗАЦИЯ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МОРОЗКО САРАКТАШСКОГО РАЙОНА ОРЕНБУРГСКОЙ ОБЛАСТИ ПРОФСОЮЗА РАБОТНИКОВ АГРОПРОМЫШЛЕННОГО КОМПЛЕКСА РФ,,5643008358,1065600038734
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПАСКАЛЬ - К,,4205016619,1064205111024
Общество с ограниченной ответственностью ХОЗЯЙСТВЕННОЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ОЗАН,,1645004030,1061689023043
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МЕДИА КРОС,,4205014080,1064205110210
Общество с ограниченной ответственностью ДОЧЕРНЕЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЯНТАРЬ 18,,0273023840,1060273017584
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ САО,,4207041554,1064205122970
Товарищество с ограниченной ответственностью ПРОИЗВОДСТВЕННОЕ КОММЕРЧЕСКОЕ ПРЕДПРИЯТИЕ ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АКЦИОНЕРНОЕ ОБЩЕСТВО ВОСТОК,,5505001485,1065505028115
Общество с ограниченной ответственностью ПУЛЬС ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ,,4816003042,1064816020917
Общество с ограниченной ответственностью ФИЛИАЛ ТЕПЛЫЙ КЛЮЧ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЛУЧ,,2401003972,1062450017695
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ А 1,,4205014890,1064205107801
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ФЛАМИНГО,,4202016949,1064202021399
Общество с ограниченной ответственностью ПРЕДПРИЯТИЕ С ИНОСТРАННЫМИ ИНВЕСТИЦИЯМИ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ВОСХОД-5,,4100020921,1064101059670
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ БИНГО,,2536106669,1062536045725
Акционерное общество закрытого типа ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЭЛЕКС-СТАРТ,,5906018630,1065906029078
Товарищество с ограниченной ответственностью СОВМЕСТНОЕ ПРЕДПРИЯТИЕ ИНКОМАР - В.Э.С.Т. В ФОРМЕ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ,,6161012431,1066161055564
АКЦИОНЕРНОЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АССОЦИАЦИЯ КИТЭК,,3525040665,1063525104686
Крестьянское / фермерское / хозяйство (ЮЛ) ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ САНН,,2342013447,1062342002942
Общество с ограниченной ответственностью НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЮПИТЕР,,2727010380,1062703061222
Общество с ограниченной ответственностью ДОЧЕРНЕЕ ОБЩЕСТВО БОРУС ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МОНТАЖНИК,,2441003231,1062459009491
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ РЕГИНА -2000,,4205008209,1064205114753
Индивидуальное частное предприятие ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КАРЫМАЙ,,4100020752,1064101064774
Общественная организация /объединение/ ПЕРВИЧНАЯ ПРОФСОЮЗНАЯ ОРГАНИЗАЦИЯ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ДОБРОВОЛЬНОЕ ИПАТОВСКОГО РАЙОНА,,2608011828,1092600000382
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КУПЮР,,4207056350,1064205116117
Общество с ограниченной ответственностью НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ВИНГС,,5505027099,1065505027972
Общество с ограниченной ответственностью ПРОИЗВОДСТЕННО-КОММЕРЧЕСКАЯ ФИРМА ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ БАЙКАЛ-ИНВЕСТ,,3828006423,1063818013236
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ВИЛ,,4207048461,1064205109484
АКЦИОНЕРНОЕ ОБЩЕСТВО ЗАКРЫТОГО ТИПА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТРОЯ,,3811010407,1063811058409
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ С ИНОСТРАННЫМИ ИНВЕСТИЦИЯМИ ИНТЕРБАЛТГАЗ,,3904039409,1063905084869
Общественная организация /объединение/ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОЙСЕРВИС,,5920016547,1065920020528
Государственная корпорация ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ БЭСТ,,3525101928,1063525109372
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КАМА ЛТД,,4207024012,1064205127436
Общество с ограниченной ответственностью МАГАДАНСКИЙ ФИЛИАЛ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МАГМЕЛТЕКС,,4909020876,1064910047730
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ГМГ,,2466056475,1062466146192
Товарищество с ограниченной ответственностью СОВМЕСТНОЕ РОССИЙСКО-ФИНЛЯНДСКОЕ ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ РЕФРО-КЮЛЬМЯКОРИ,,1001004190,1061001061472
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТЭНЛИ,,4205028861,1064205107570
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИМПРЕСАРИО,,5017038386,1065017029681
Общество с ограниченной ответственностью СОВМЕСТНОЕ РОССИЙСКО-ПОЛЬСКОЕ ПРЕДПРИЯТИЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПАССАТ ЛТД,,3903000550,1063906135105
Общество с ограниченной ответственностью САРАТОВСКИЙ ФИЛИАЛ НОРД-КАБЕЛЬ ГРУПП ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ NORD CABLU GROUP,,6450029794,1066450128282
Общество с ограниченной ответственностью ХОЗЯЙСТВЕННОЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АНГАР,,1645007169,1061689023164
Объединение /союз/ крестьянских /фермерских/ хозяйств ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЯКОРЬ,,4207056102,1064205109220
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ШАРКИ,,4205026007,1064205108549
Крестьянское / фермерское / хозяйство (ЮЛ) ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИЛЕК,,5646009550,1065646020714
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АВЕРСА,,4208011721,1064205112014
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ДИЗЕЛЬ ПЛЮС,,4205012396,1064205104810
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ВЛАДКО,,2536087913,1062536046583
Товарищество с ограниченной ответственностью РОССИЙСКО-ГРУЗИНСКО-ФИНЛЯНДСКОЕ ПРЕДПРИЯТИЕ В ФОРМЕ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНТЕРМАРКЕТ,,1001125452,1061001065058
Профсоюзная организация ПЕРВИЧНАЯ ПРОФСОЮЗНАЯ ОРГАНИЗАЦИЯ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АНИ-ЛИМИТЕД КОМИ РЕСПУБЛИКАНСКОЙ ОРГАНИЗАЦИИ НЕФТЕГАЗСТРОЙПРОФСОЮЗА,,1102026955,1051100013029
Общество с дополнительной ответственностью ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТЫМБЫР,,3815006970,1063815013899
Общество с ограниченной ответственностью РОССИЙСКО-СИНГАПУРСКОЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КРЕСТОН,,2536064271,1062536046011
Акционерное общество закрытого типа АКЦИОНЕРНОЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ БЕСТ-КЛУБ,,3525031100,1063525104741
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """,,6376015866,1066376008159
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ РИО ГРАНД,,4205032106,1064205109033
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УНИТА,,4209031520,1064205108362
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЛЮТЕР - К,,4205027836,1064205109968
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ВАРД,,4205007195,1064205113323
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНВАЛИДОВ ПРЕОДОЛЕНИЕ,,3904021049,1063905082933
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЗАКРЫТОГО ТИПА НАРОДНИК,,2466016137,1062466153518
Акционерное общество закрытого типа АКЦИОНЕРНОЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АГИС,,4223008882,1064223024260
Автономная некоммерческая организация ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ДОМАШНИЙ УЮТ,,2129039022,1062130013054
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ С ИНОСТРАННЫМИ ИНВЕСТИЦИЯМИ ЧАЙКА,,4100015706,1064101069196
Общество с ограниченной ответственностью СОЮЗ-С,,2466091590,1062466149327
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ГОРА,,4218014231,1064218017225
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРЕМЬЕРА - СМ,,4207046376,1064205103995
Товарищество с ограниченной ответственностью ДОЧЕРНЕЕ ОБЩЕСТВО ПАРИИНВЕСТ-ПОСТ,,3906040336,1063906139384
Общество с ограниченной ответственностью ТДДС-ВАНИНО-1,,2709006221,1062709014697
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЧЕРНОЗЕМСЕЛЬХОЗПРОДУКТ-СЕРВИС,,3123075185,1063123151552
Общество с ограниченной ответственностью ДОЧЕРНЕЕ ОБЩЕСТВО ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МЕЛЬНИЦА СПК МИЧУРИНСКИЙ,,0205005056,1060242006912
Профсоюзная организация ПЕРВИЧНАЯ ПРОФСОЮЗНАЯ ОРГАНИЗАЦИЯ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КОМИНЕФТЕМАШ,,,1051100018210
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЯНИНА,,4218018003,1064218019271
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НТЦ ОРЛОВСКИЙ ЭЛЕКТРОМЕХАНИЧЕСКИЙ ЗАВОД,,5751016726,1065742018242
"Общество с ограниченной ответственностью КОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ С ИНОСТРАННЫМИ ИНВЕСТИЦИЯМИ, ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ САНЛАЙТ",,0104008004,1060105014331
Общество с ограниченной ответственностью ХОЗЯЙСТВЕННОЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АТС,,3802002880,1063802005300
Общество с ограниченной ответственностью НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АЛЕФ,,0511001438,1060550003084
Общество с дополнительной ответственностью ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ШАНС,,2714004251,1062720019097
Общественная организация /объединение/ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПК ФИРМА СИНИТА,,3603004635,1063620006746
Общество с ограниченной ответственностью НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СЕЛЕКЦИОННО-ГЕНЕТИЧЕСКИЙ ЦЕНТР ПО КАРАКУЛЕВОДСТВУ,,0511002657,1060550002787
Общество с ограниченной ответственностью ХОЗЯЙСТВЕННОЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ БИЗОН,,3606003238,1063620006801
Товарищество с ограниченной ответственностью ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ БЕЛРОС,,2461007650,1062461021105
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ДЕЛОВОЙ ДВОР,,2536115399,1062536044340
Товарищество с ограниченной ответственностью ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ВИОЛА-ПОЛИС,,5906034287,1065906027791
Общество с ограниченной ответственностью ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКАЯ ФИРМА ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ДЕСИБКОМ,,2466054083,1062466145906
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ДУБЛЕНКИ ПЛЮС,,7825414527,1129847028200
Общество с ограниченной ответственностью ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКОЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ВОСТОК,,7223005164,1057200189420
Общество с ограниченной ответственностью КАРЛАМАНСКИЙ ФИЛИАЛ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МОЛДБАШ,,0229004365,1060229005033
Товарищество с ограниченной ответственностью ЮНИРОЙЛ С ИНОСТРАННЫМИ ИНВЕСТИЦИЯМИ,,3124018895,1063123141377
МАЛОЕ ПРЕДПРИЯТИЕ В ВИДЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОЙСЕРВИС,,1328162773,1061328011546
Общество с ограниченной ответственностью ПЕРВИЧНОЕ ПРОФСОЮЗНОЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КУЛЬТУРНО-ОЗДОРОВИТЕЛЬНОГО ЦЕНТРА ДРУЖБА,,3525069223,1063525113849
Общество с ограниченной ответственностью СОВМЕСТНОЕ ПРЕДПРИЯТИЕ-ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ФАЙВ СТАР ПЛЮС,,3123062186,1063123146250
"Общество с ограниченной ответственностью ПРОИЗВОДСТВЕННО-КОММЕРЧЕСКАЯ ФИРМА, ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТАРТАРИЯ",,3811007073,1063811053943
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НПО МЕДПРОМТОРГ,,7811087446,1129847028299
ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ С ИНОСТРАННЫМИ ИНВЕСТИЦИЯМ СИБИРЬ-АЗИЯ,,3800000534,1063812075084
Общество с ограниченной ответственностью СЕЛЬСКОХОЗЯЙСТВЕННОЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СОКОЛЬСКОЕ,,1645010299,1061689023329
Общество с ограниченной ответственностью ДОЧЕРНЕЕ ПРЕДПРИЯТИЕ В ФОРМЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ИНДУСТРИЯ-БЕЛ,,3123051890,1063123149957
Товарищество с ограниченной ответственностью ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТОРГОВОЕ ПРЕДПРИЯТИЕ ВОЗРОЖДЕНИЕ,,3525116850,1063525110197
Общество с ограниченной ответственностью КОМПАНИЯ АРТИ СИСТЕМС - С,,0268027503,1060268023408
Общество с ограниченной ответственностью ПАЕВОЕ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТОМСКАЯ НЕЗАВИСИМАЯ ТОВАРНАЯ БИРЖА,,7017060402,1047000162527
Общественная / религиозная / организация ПЕРВИЧНАЯ ПРОФСОЮЗНАЯ ОРГАНИЗАЦИЯ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЧАСТНОЕ ОХРАННОЕ АГЕНСТВО ЧЕРНЫЙ СКОРПИОН ОБЩЕРОССИЙСКОГО ПРОФСОЮЗА РАБОТНИКОВ НЕГОСУДАРСТВЕННЫХ ОРГАНИЗАЦИЙ БЕЗОПАСНОСТИ,,3808062490,1053800014135
Общество с ограниченной ответственностью РОССИЙСКО-ИРЛАНДСКОЕ ПРЕДПРИЯТИЕ С ИНОСТРАННЫМИ ИНВЕСТИЦИЯМИ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ДУБЛИНСКИЙ ДОМ,,1434007681,1061434014652
Общество с ограниченной ответственностью ФИЛИАЛ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ САФИ,,6311023690,1066311042600
Товарищество с ограниченной ответственностью ТОРГОВО-ПРОИЗВОДСТВЕННОЕ ОБЩЕСТВО ДРУЖБА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ,,5906022235,1065906029870
Общественная / религиозная / организация ПРОФСОЮЗНАЯ ОРГАНИЗАЦИЯ ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПТИЦЕФАБРИКА КРАСНОКУСТОВСКАЯ МУЧКАПСКОГО РАЙОНА,,6810003339,1056800002380
Общество с ограниченной ответственностью ПРОДТОВАРЫ - 46,,1645008684,1061689023318
Общество с ограниченной ответственностью ПРОДПРОМТЕХ,,1616008288,1061683043289
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ДИАГНОСТИКА ЛТД,,2536004307,1062536046033
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ МВА,,4205010350,1094205008160
Общество с ограниченной ответственностью ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ РСФСР Г.ХАБАРОВСК (АКЦИОНЕРНОЕ ОБЩЕСТВО ЗАКРЫТОГО ТИПА) ПРЕДПРИЯТИЕ ВОСТОК-В,,2724003747,1092724003888
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ,,6318209340,1106318007663
ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ,,,1040501443520
Общество с ограниченной ответственностью ФИРМА БАДИ В ФОРМЕ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ /АКЦИОНЕРНОЕ ОБЩЕСТВО ЗАКРЫТОГО ТИПА/,,2724002246,1092724003789
